315.133,23.0727
468.746,33.9003
469.012,32.1051
458.873,10.5821
476.036,45.6495
611.724,92.5369
610.882,95.311
610,95.8444
572.013,89.0651
571.547,90.7378
570.836,64.9355
629.173,40.8437
626.061,39.9294
623.232,39.0817
597.941,115.22
619.562,38.0371
563.407,73.1012
632.184,41.7043
616.669,37.1882
669.078,79.3358
759.012,84.9025
750.28,114.106
709.721,23.0469
758.949,72.5913
729.054,110.484
760.714,112.57
689.614,24.4891
721.419,24.0557
741.933,18.8408
770.844,110.954
701.102,29.141
730.652,18.6561
718.692,96.8869
721.474,23.8947
700.808,29.2363
658.266,22.3501
664.752,20.3837
726.829,75.661
689.232,23.1309
759.365,102.72
644.961,30.121
731.432,105.905
691.245,41.0525
734.981,100.648
731.645,106.025
675.569,23.6138
668.85,26.7546
679.321,30.8457
689.15,41.0234
641.546,86.8203
734.139,115.88
662.732,110.582
647.473,30.9484
699.806,15.0798
768.92,102.827
676.182,14.536
689.958,43.5938
665.714,103.719
592.979,151.391
560.459,228.909
561.767,223.882
561.959,223.892
597.338,159.153
561.151,217.18
588.676,194.665
589.185,227.234
559.458,192.872
602.816,146.282
589.666,224.889
588.35,224.816
588.413,224.119
577.979,210.372
605.454,211.332
592.393,136.32
588.546,218.959
606.628,186.431
577.326,149.424
604.542,134.448
574.316,210.176
596.95,140.461
603.974,162.298
603.466,134.455
592.611,135.844
552.748,223.803
566.537,235.143
593.366,141.813
584.675,204.63
606.701,135.175
584.812,207.971
577.828,132.821
577.856,218.068
564.861,182.548
570.287,220.281
578.51,174.412
580.177,132.313
546.154,210.947
532.647,229.091
609.362,219.137
761.95,136.687
673.96,200.004
671.652,181.533
668.184,190.672
670.924,126.016
673.376,185.886
675.82,213.092
597.02,242.223
581.953,282.279
580.988,284.187
583.875,269.539
581.924,275.909
582.162,271.345
590.955,262.891
597.242,252.416
577.752,273.307
575.79,291.069
593.455,288.751
585.168,291.007
569.016,255.348
608.356,273.858
567.387,257.759
568.935,252.292
555.026,246.886
591.223,285.381
677.704,295.65
674.239,294.095
139.227,458.202
128.861,475.762
125.231,467.644
121.802,469.76
138.466,468.239
151.126,443.227
145.762,465.923
148.699,451.856
151.265,459.801
178.775,443.997
180.718,439.264
177.993,445.857
228.656,418.094
305.97,393.72
254.938,374.811
286.308,395.307
249.346,396.01
237.7,403.14
233.173,391.997
164.927,445.664
235.364,404.737
235.91,404.877
282.645,376.509
244.482,389.872
233.64,390.525
232.827,391.634
256.501,421.735
228.138,403.419
256.634,421.938
292.072,381.96
284.712,475.288
297.595,395.303
277.466,434.34
278.305,415.212
296.552,403.315
304.542,382.835
393.185,448.665
344.746,408.854
344.649,415.232
396.543,441.644
345.495,418.294
392.183,431.006
395.695,433.095
406.058,449.05
391.516,424.744
459.638,453.193
458.903,453.118
400.236,455.357
400.236,458.233
401.292,460.725
390.66,436.317
420.14,463.453
403.621,463.533
418.793,463.319
403.286,453.433
615.926,422.311
620.778,452.096
617.512,424.41
618.07,456.555
599.35,429.797
617.519,457.555
605.159,460.086
593.228,399.156
593.942,444.453
593.554,444.547
587.07,405.623
586.994,404.418
638.145,439.6
614.439,438.012
590.601,386.37
610.721,436.112
610.281,438.546
610.958,437.922
616.064,442.196
612.688,446.899
555.386,425.62
586.054,392.55
493.498,471.7
587.975,439.737
502.909,476.821
506.919,452.95
493.755,462.377
610.025,444.587
620.966,443.139
622.777,443.987
621.862,440.842
628.126,463.092
622.713,433.212
627.827,453.251
683.972,438.025
679.884,422.715
676.481,435.019
688.066,463.699
688.339,438.032
677.606,457.76
677.221,459.962
662.804,427.016
682.372,461.143
692.02,424.625
706.945,468.663
679.683,406.675
689.273,434.01
661.981,469.966
693.866,438.761
660.325,414.795
657.227,426.629
773.237,386.118
763.032,385.794
772.759,361.91
659.936,478.034
659.199,475.257
743.344,429.026
653.044,430.437
783.976,386.408
733.309,407.158
684.431,472.298
652.633,445.059
674.014,414.491
774.834,416.285
681.961,474.401
673.931,412.526
136.996,489.754
129.605,483.843
118.683,525.845
118.519,523.098
139.375,498.432
128.987,551.216
120.433,491.544
25.8971,573.242
119.655,491.241
140.005,537.979
128.739,555.877
127.4,556.011
100.331,541.966
107.159,555.042
106.64,565.449
18.4054,570.549
103.841,565.552
101.843,534.953
136.294,512.209
101.315,538.991
131.298,543.843
121.202,551.405
89.3587,539.961
180.126,540.322
186.135,494.162
243.37,484.566
228.388,528.285
293.053,555.72
228.021,528.12
209.014,579.407
227.17,530.606
270.565,518.437
309.126,509.35
270.097,518.834
252.151,567.791
253.424,565.473
184.759,486.669
295.071,567.191
173.881,492.046
295.186,569.058
181.917,521.505
376.57,569.968
404.847,482.31
406.843,484.204
346.085,499.017
344.764,500.939
374.927,492.398
330.776,545.682
365.348,534.727
420.617,510.541
413.575,482.763
412.22,493.142
436.4,492.044
381.1,579.695
408.304,545.201
383.07,574.685
382.199,498.401
434.202,529.943
383.233,501.222
432.419,496.467
426.872,504.999
466.62,585.251
415.098,536.04
433.371,582.782
417.405,535.496
420.091,519.513
437.013,583.892
418.167,518.958
423.516,536.862
393.444,524.729
432.26,580.988
383.43,506.643
632.749,512.104
622.368,512.719
490.755,582.872
633.373,504.049
606.695,572.404
493.372,560.245
616.18,567.616
615.91,526.977
616.306,526.948
504.171,575.304
654.763,496.263
654.757,498.646
654.783,503.317
644.957,503.223
691.163,488.194
707.083,481.453
664.41,502.703
658.182,514.466
702.789,494.972
656.837,518.489
666.11,501.905
729.97,492.056
719.833,482.706
701.281,523.556
673.3,510.889
730.296,495.671
730.485,496.062
681.71,501.977
670.313,520.373
650.244,511.521
713.07,486.591
690.268,500.579
733.431,494.738
659.638,485.503
679.727,549.62
678.12,548.27
750.878,569.069
671.852,485.15
720.662,495.595
706.369,531.363
747.219,497.862
662.579,574.605
664.768,583.622
725.954,529.641
725.522,526.859
671.284,486.991
697.701,532.384
