280.803,70.313,45.5755,107.412
282.675,72.0068,47.7599,109.177
266.344,72.386,29.2513,109.718
284.95,72.1792,50.3368,109.339
264.567,72.2238,27.2213,109.562
286.07,73.3122,51.6467,110.52
263.534,73.2887,26.0862,110.695
274.515,64.2123,38.2103,101.039
259.544,77.6562,21.7068,115.347
290.89,77.8476,57.2637,115.239
287.004,61.1585,52.2117,97.7492
255.23,82.3326,16.9596,120.34
293.641,82.2389,60.5379,119.82
263.002,61.6755,25.0212,98.4405
311.75,60.8098,79.9547,97.2366
276.049,95.895,41.2144,134.408
299.09,53.1159,65.4797,89.259
248.543,54.4251,8.20676,90.8572
249.896,71.7349,10.4345,109.172
280.717,95.8941,46.5034,134.341
297.511,68.6773,64.3385,105.562
283.159,110.789,49.8648,150.0
279.11,84.2683,44.2182,122.116
274.107,94.8738,38.9701,133.358
388.211,60.2012,163.838,96.1685
386.207,50.314,161.249,86.0257
388.476,60.5681,164.14,96.5438
466.841,14.0003,241.866,49.1218
468.495,11.7256,243.268,46.8316
465.26,17.6943,240.781,52.8475
378.062,70.7768,153.311,107.112
375.982,75.5079,151.257,112.004
380.423,51.041,155.025,86.7928
384.766,38.4853,159.185,73.8878
371.475,80.0065,146.551,116.686
380.486,33.5872,154.347,68.8613
384.209,37.7025,158.549,73.085
332.806,61.4232,103.364,97.7506
368.96,82.5188,143.921,119.305
332.099,62.0154,102.607,98.3704
388.36,117.965,166.49,155.596
397.409,45.9416,173.131,81.5103
398.071,45.3333,173.816,80.886
378.62,50.2832,153.04,86.0199
336.828,69.2131,108.131,105.818
388.379,41.8322,163.229,77.3171
325.336,69.1345,95.4113,105.825
342.656,70.3024,114.602,106.903
407.955,81.6012,185.994,117.957
343.715,71.0836,115.8,107.705
337.557,59.9439,108.55,96.1865
399.828,72.8095,176.894,109.024
375.631,58.9976,150.17,94.9995
392.564,69.8469,168.949,106.043
396.002,56.1478,172.059,91.9703
359.783,59.8005,132.947,95.9138
403.665,71.0517,180.937,107.192
356.943,59.9201,129.846,96.0531
475.094,59.1028,253.805,94.6401
393.876,80.0266,170.803,116.484
442.323,32.736,218.98,68.023
391.276,92.708,168.548,129.546
346.316,52.3929,117.878,88.3152
372.062,59.7782,146.327,95.8228
469.664,88.4325,250.058,124.314
404.132,83.4582,181.977,119.899
400.102,40.3621,175.782,75.7952
405.889,94.3485,184.336,131.043
392.299,79.3135,169.072,115.767
397.822,43.1198,173.453,78.6206
406.76,98.488,185.45,135.276
458.895,92.9361,239.672,128.972
399.684,55.3289,175.981,91.1146
344.544,67.723,116.572,104.213
