383.58,95.8732,60.5667,91.0487
380.801,96.7282,57.2633,91.3135
333.142,103.788,1.31247,87.6971
375.049,75.661,54.3871,67.7695
375.621,73.1242,55.4319,65.2417
401.641,102.726,64.8174,104.445
403.327,100.822,66.9781,102.848
404.023,100.379,67.8165,102.544
400.464,104.4,63.2542,105.919
407.602,95.9245,72.4521,98.7358
343.434,84.8223,16.6636,69.8547
373.215,37.8815,58.2264,27.7021
336.907,44.1433,15.642,24.9648
366.32,93.9386,41.1783,85.0282
377.692,40.3307,62.0166,31.5588
390.092,106.966,51.2926,106.29
329.175,48.6545,5.89209,27.7564
365.446,42.8269,48.6526,30.9085
389.112,85.2663,68.8851,81.1405
371.832,77.9718,50.377,69.4299
383.889,105.7,44.5275,103.592
327.462,49.504,2.88538,28.3817
381.274,107.324,41.3289,104.704
375.175,58.6216,42.7386,52.4174
375.511,60.1817,42.8736,54.1221
374.021,64.9463,40.4212,58.7264
379.236,109.729,38.6412,106.764
368.651,86.7225,45.38,77.8942
332.132,92.719,1.6236,75.6515
356.703,45.3988,37.407,31.5479
369.798,52.5909,52.0573,42.2561
380.471,56.406,49.0364,51.403
338.735,64.775,0.106018,49.919
370.897,88.0602,47.7262,79.8342
380.792,55.1054,49.5984,50.1315
569.133,91.5533,244.81,127.875
520.622,89.5912,196.814,116.079
515.912,97.3206,190.959,122.784
574.31,94.8416,249.424,132.107
537.639,94.9428,213.206,124.864
538.594,90.6038,214.755,120.78
559.715,107.951,228.859,142.555
531.889,100.303,206.703,128.995
514.891,115.495,186.828,140.74
516.65,113.461,189.327,139.015
543.569,99.9039,218.451,130.95
510.647,93.6213,186.111,118.016
507.916,95.0274,183.124,118.85
512.949,105.941,186.737,130.762
504.259,98.0452,178.953,121.104
509.365,105.839,183.09,129.933
505.68,97.5342,180.483,120.888
512.898,86.4483,185.395,111.869
507.086,103.958,181.02,127.59
504.638,104.577,178.423,127.708
510.007,84.2535,182.757,109.084
511.668,84.2045,184.456,109.385
506.942,82.624,179.857,106.819
507.123,100.78,181.505,124.425
509.855,82.2391,182.884,107.052
769.427,31.3086,431.88,110.67
772.342,30.4,434.453,110.403
761.3,23.4774,425.816,102.029
764.207,42.3712,426.129,119.703
750.43,56.0181,415.134,129.285
752.42,67.8968,415.472,140.501
724.246,17.4212,398.383,88.7224
745.761,67.5663,409.792,138.981
744.733,61.388,409.622,133.135
751.726,103.154,421.838,171.682
749.767,91.5392,421.493,160.633
747.747,79.5009,421.145,149.182
738.246,100.84,397.629,168.364
748.73,85.2876,421.323,154.689
750.744,97.2524,421.675,166.07
740.208,112.519,397.532,179.496
752.77,109.501,422.003,177.716
739.82,56.2548,405.982,127.519
456.643,209.26,109.078,225.18
446.604,225.483,95.0962,240.263
456.695,208.89,109.194,224.808
459.823,194.496,115.129,210.533
447.409,214.924,98.0146,229.453
470.185,194.253,126.232,212.114
406.361,133.673,64.8448,137.6
439.962,228.964,87.333,242.762
409.089,135.741,67.5475,140.312
457.152,224.112,106.719,240.605
394.929,206.065,41.9687,210.91
389.583,224.191,32.3925,229.131
412.192,203.425,61.7341,211.265
458.026,225.367,107.474,242.043
